技能证书,哪些技能应该写入简历中？,硬技能都可以放到简历的技术介绍中，所有的软技能比如沟通能力／领导里强的话语都不用摘出来放在简历里的一个单独的部分里，可以融入在工作和活动经验中
技能证书,哪些证书、培训应该写入简历中？,填写在技术介绍中，证书可以填写在教育背景里
技能证书,培训应该怎么写？,如果培训经历是包含在工作经历里面可以在工作经历中添加1－2个bulletin point形容，如果只是培训没有工作的话可以按照实习方式处理
技能证书,基础类的证书（CET4）等需要写在简历里吗？,如果简历足够丰富，可以忽略一些基本证书，但是任何这种都是加分项目
技能证书,语言程度应该怎么描述？,精通，可以熟悉运作，基本了解 
技能证书,活动已经在“非工作经历”中写了？这里还要写一次吗？,简历中尽量不要有任何重复的经历或者描绘
技能证书,哪些兴趣爱好可以写入简历中？,不用放兴趣爱好除非是直接相关，比如网球企业的商业经历，你的爱好是网球可以写
,,
,,
简历照片,简历上是否应该放照片？,国外的简历不要，国内的简历可以放
简历照片,简历上的照片应该是什么样的？,护照类型的照片或者职业照片
,,
,,
个人总结,到底应不应该写个人总结/自我评价?,不用
,,
,,
,,
,,
排版格式,简历一定要一页纸吗？,可以一页可以两页，不要一页半
排版格式,简历上是否应该放照片？,国外的简历不要，国内的简历可以放
排版格式,什么样的照片适合放在简历上？,护照类型的照片或者职业照片
排版格式,我是艺术类专业的，可以直接把作品作为背景插入简历吗？,最好放链接到你的portfolio
,,
,,
简历名称,简历名称和邮件标题怎么写？,简历_全名 ，Re: 工作岗位名称 申请
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
